NAME,P0,P1
J1907+0555_P,3.159,
J1907+0602,0.106633,8.68e-14
J1907+0631,0.323648,4.52e-13
J1907+0658_P,0.21834,
J1907+0709_P,0.3441,
J1907+0731,0.363686,1.84e-14
J1907+0740,0.574698,6.66e-16
J1907+0833,0.167628,3.7e-15
J1907+0859,1.527042,5.54e-15
J1907+0918,0.226107,9.43e-14
J1907+0919,5.198346,9.2e-11
J1907+1149,1.42016,1.6e-13
B1904+12,0.827097,1.95e-15
B1905+39,1.235757,5.41e-16
J1907+57,0.424,
J1907-0119_P,0.05899,
J1907-1018,1.765776,7.39e-15
J1907-1532,0.632235,3.08e-15
J1908+0002_P,1.3,
J1908+0029_P,0.00342,
J1908+0053_P,0.5529,
J1908+0128,0.004702,5.27e-20
J1908+0136_P,1.10413,
J1908+0233_P,0.96916,
J1908+0457,0.846793,9.8e-16
J1908+0457_P,0.97647,
J1908+0500,0.291023,2.59e-15
J1908+0558,0.168678,2.28e-15
J1908+0704_P,0.00199,
J1908+0734,0.212353,8.22e-16
J1908+0811_P,0.18164,
J1908+0833,0.512111,1.99e-15
J1908+0839,0.185397,2.39e-15
J1908+0909,0.336578,3.48e-14
J1908+0911_P,5.166,
B1906+09,0.83027,8.42e-17
J1908+0949_P,0.00905,
J1908+1035_P,0.01069,
J1908+1351,3.174832,3.7e-15
J1908+2105,0.002564,1.38e-20
J1908+2351,0.377578,1.7e-17
J1908-0022_P,0.47251,
B1907+00,1.016953,5.52e-15
J1909+0137_P,1.88142,
J1909+0157_P,0.50258,
B1907+02,0.989836,5.53e-15
J1909+0310_P,1.97205,
J1909+0423_P,0.51158,
J1909+0616,0.755993,2.06e-14
J1909+0641,0.741762,3.22e-15
J1909+0651_P,0.57807,
J1909+0657_P,1.24589,
J1909+0749,0.237161,1.52e-13
J1909+0905_P,1.49488,
J1909+0912,0.222972,3.59e-14
J1909+0930_P,2.02078,
B1907+10,0.283643,2.64e-15
J1909+1132_P,0.0068,
J1909+1148,0.448945,7.25e-17
J1909+1205,1.229312,3.4e-15
J1909+1338_P,3.86482,
J1909+1450,0.996108,2.19e-16
J1909+1859,0.542451,9.7e-17
J1909-3744,0.002947,1.4e-20
J1910+0130_P,0.00564,
J1910+0225,0.337855,2.61e-16
B1907+03,2.330266,4.47e-15
J1910+0423_P,0.09324,
J1910+0435,0.664679,1.72e-14
J1910+0517,0.308048,7.53e-16
J1910+0534,0.452867,1.92e-15
J1910+0710,0.538647,2.05e-16
J1910+0714,2.712428,6.13e-15
J1910+0728,0.325421,8.31e-15
J1910+1017,0.411159,5.42e-15
J1910+1026,0.531493,2.57e-13
J1910+1054_P,0.00387,
J1910+1117_P,1.32152,
B1907+12,1.441749,8.23e-15
J1910+1256,0.004984,9.68e-21
J1910+56,0.3419,
J1910-0018_P,2.06356,
J1910-0112,1.360603,1.78e-16
B1907-03,0.504606,2.19e-15
J1910-0556,0.557609,5.96e-16
J1910-5320,0.002332,3.7e-20
J1910-5959A,0.003266,-2.92e-21
J1910-5959B,0.008358,-7.9e-19
J1910-5959C,0.005277,2.16e-21
J1910-5959D,0.009035,9.64e-19
J1910-5959E,0.004572,-4.34e-19
J1910-5959F,0.008485,7.41e-19
J1911+00,6.94,
B1908+00A,0.003619,-6.5800000000000004e-21
J1911+0101B,0.005384,-2.0000000000000002e-21
J1911+0305_P,0.00586,
J1911+0310_P,1.333,
J1911+0314_P,0.53116,
J1911+0329_P,0.05823,
J1911+0751_P,0.79691,
J1911+0906_P,16.9259,
J1911+0921,0.273707,1.75e-17
J1911+0925,0.323858,3.55e-15
J1911+0939_P,0.36547,
J1911+1017_P,1.337,
J1911+1051,0.190873,1.22e-14
J1911+1206_P,0.00344,
J1911+1252_P,0.02724,
J1911+1301,1.010462,1.89e-15
J1911+1336,0.299992,1.59e-16
J1911+1347,0.004626,1.69e-20
J1911+1440_P,0.58247,
J1911+1525_P,3.28249,
J1911+1758,0.460406,1.31e-17
J1911-0129_P,1.12681,
J1911-1114,0.003626,1.39e-20
J1912+0735_P,3.68507,
J1912+0934_P,0.89747,
J1912+1000_P,3.053,
B1910+10,0.409349,1.58e-14
J1912+1105_P,0.67071,
J1912+1417_P,0.00317,
B1910+20,2.232969,1.02e-14
J1912+2525,0.621976,2.25e-16
J1912-0952,0.025068,2.86e-20
J1913+0153_P,0.00323,
J1913+0400_P,0.39053,
J1913+0446,1.61613,2.79e-13
J1913+0453_P,0.00609,
J1913+0458_P,0.44479,
J1913+0523,0.661997,1.8e-15
J1913+0618,0.005027,9.61e-21
J1913+0655_P,0.75445,
J1913+0657,1.257181,2.83e-15
J1913+0832,0.134412,4.57e-15
J1913+0837_P,2.47046,
J1913+0904,0.163251,1.76e-14
B1911+09,1.241965,4.32e-16
J1913+1000,0.837158,1.67e-14
J1913+1011,0.035911,3.38e-15
J1913+1037_P,0.43421,
J1913+1050,0.190067,1.95e-16
J1913+1054_P,0.45062,
J1913+1058_P,,
J1913+1102,0.027285,1.61e-19
J1913+11025,0.923872,3.4e-16
J1913+1145,0.306072,5.01e-15
J1913+1330,0.923391,8.68e-15
B1911+13,0.521473,8.05e-16
J1913+3732,0.851079,1.38e-15
B1911-04,0.82594,4.07e-15
J1914+0219,0.457527,1.02e-15
J1914+0219_P,2.01819,
J1914+0625,0.878889,4.53e-16
J1914+0631,0.693811,9.96e-18
J1914+0659,0.018512,3.1e-20
J1914+0805,0.455499,3.02e-17
J1914+0838,0.44004,5.86e-16
J1914+0905_P,0.61723,
J1914+1029_P,2.48499,
J1914+1053_P,,
J1914+1054_P,0.13887,
B1911+11,0.600998,6.53e-16
J1914+1228_P,2.27755,
J1914+1428,1.15952,2.18e-15
J1914+2636,0.459114,5.9e-18
J1915+0227,0.317306,2.99e-16
J1915+0353_P,0.05164,
J1915+0411_P,0.724,
J1915+0601_P,0.00401,
J1915+0639,0.64414,1.84e-15
J1915+0720_P,0.00569,
J1915+0738,1.542707,3.3e-15
J1915+0752,2.058314,1.39e-16
J1915+0832_P,2.71009,
J1915+0838,0.342778,1.57e-15
B1913+10,0.404554,1.53e-14
J1915+1045_P,1.546,
J1915+1145,0.173647,1.53e-17
J1915+1150,0.100041,1.37e-14
J1915+1410,0.297494,4.89e-17
B1913+16,0.05903,8.62e-18
B1913+167,1.616231,4.05e-16
J1915+1714_P,2.00094,
J1915-11,2.177,
J1916+0741_P,0.01122,
J1916+0748,0.541752,1.07e-14
J1916+07481,0.86788,1.98e-16
J1916+0844,0.439997,2.9e-15
J1916+0852,2.182746,1.31e-14
J1916+0937_P,7.368,
B1914+09,0.270257,2.52e-15
J1916+1023,1.618339,6.81e-16
B1913+105,0.62897,3.48e-17
J1916+10305,0.34938,
J1916+1142A_P,,
J1916+1142B_P,1.188,
J1916+1225,0.227387,2.35e-14
J1916+1244_P,0.16315,
B1914+13,0.281846,3.66e-15
J1916+1428_P,1.12331,
J1916+3224,1.13745,3.47e-15
J1916+38,0.514,
J1916-2939,1.248617,1.24e-15
J1917+0543_P,0.00544,
J1917+0615_P,0.00397,
J1917+0743,0.813453,4.48e-17
J1917+0834,2.129676,1.75e-14
J1917+08340,2.933,
J1917+0923_P,0.00471,
J1917+1046_P,0.08773,
J1917+1121_P,0.51031,
J1917+1259_P,0.00563,
B1915+13,0.194637,7.2e-15
J1917+1411_P,0.44646,
J1917+1551_P,0.80933,
J1917+1556_P,0.00292,
J1917+17,0.4196,
J1917+1710_P,0.41934,
J1917+1737,0.334725,3.24e-16
J1917+2035_P,0.2883,
B1915+22,0.425897,2.86e-15
J1918+0342_P,,
J1918+0523_P,3.6572,
J1918+0621_P,0.0021,
J1918+1311,0.856749,2.26e-15
J1918+1340_P,0.23299,
B1916+14,1.181201,2.12e-13
J1918+1514_P,,
J1918+1521_P,0.00407,
J1918+1536_P,0.10995,
J1918+1540_P,0.00428,
J1918+1541,0.370883,2.54e-15
J1918+1547_P,0.00376,
J1918+26,0.723,
J1918-0642,0.007646,2.57e-20
J1918-1052,0.798693,8.65e-16
B1917+00,1.272267,7.68e-15
J1919+0126_P,0.0019,
J1919+0134,1.603984,5.81e-16
J1919+0727_P,0.86682,
J1919+1113_P,0.766,
J1919+1314,0.5714,3.79e-15
J1919+1341_P,0.01166,
J1919+1502_P,0.00365,
J1919+1527_P,1.37146,
J1919+1645,0.56279,2.16e-16
J1919+1745,2.081343,1.71e-15
J1919+23,0.00463,
J1919+2621,0.651512,5.46e-16
J1920+0129_P,0.00358,
J1920+0941_P,18.2869,
J1920+1030_P,0.57102,
J1920+1040,2.215802,6.48e-15
J1920+1110,0.509886,1.56e-16
J1920+1340_P,1.52571,
J1920+1515_P,1.60276,
J1920+1817_P,1.0654,
B1918+26,0.785522,3.44e-17
J1920-0950,1.037824,3.93e-16
J1921+0137,0.002496,1.94e-20
J1921+0812,0.21065,5.37e-15
J1921+0851_P,0.957,
J1921+0921,0.562302,9.58e-15
J1921+1006_P,3.345,
J1921+1216_P,0.003,
J1921+1227_P,1.598,
J1921+1238_P,2.13395,
J1921+1259_P,0.57316,
J1921+1329_P,0.40842,
J1921+1340_P,4.60294,
B1919+14,0.618188,5.6e-15
J1921+1503_P,5.63771,
J1921+1505_P,0.6119,
J1921+1544,0.143576,9.8e-16
J1921+1629_P,1.8601,
J1921+1630,0.936448,2.23e-14
J1921+1632_P,0.493,
J1921+1652_P,0.00368,
J1921+1720_P,0.21987,
J1921+1733_P,2.00974,
J1921+1808_P,0.00566,
J1921+1929,0.002646,3.82e-20
B1918+19,0.821036,8.96e-16
B1919+20,0.760681,5e-17
B1919+21,1.337302,1.35e-15
J1921+34,1.4513,
J1921-05,2.22759,
J1921-0510,0.794254,6.02e-16
J1922+1131,0.562074,2.57e-17
J1922+1511_P,2.35721,
J1922+1642_P,0.68059,
J1922+1730_P,0.83301,
J1922+1733,0.236178,1.34e-14
B1920+20,1.172763,6.49e-16
B1920+21,1.077924,8.18e-15
J1922+37,1.92,
J1922+58,0.529623,
J1923+1143_P,0.37121,
J1923+1521_P,1.04876,
B1921+17,0.547209,4.28e-17
J1923+2022_P,0.03799,
J1923+2515,0.003788,9.56e-21
J1923+4243,0.595193,2.53e-15
J1923-0408,1.149269,6.8e-17
J1924+1201_P,0.00318,
J1924+1343_P,0.00572,
J1924+1446_P,1.09,
J1924+1509_P,0.23995,
J1924+1510_P,0.49863,
J1924+1628,0.375082,3.21e-16
J1924+1631,2.935186,3.64e-13
J1924+1639,0.158043,2.56e-15
J1924+1713,0.758433,1.13e-16
J1924+1734_P,,
J1924+1835_P,0.20098,
J1924+1917,1.277942,1.99e-16
J1924+1923_P,0.68924,
J1924+1932_P,0.38886,
J1924+2027_P,0.00195,
J1924+2037_P,0.6848,
B1922+20,0.23779,2.09e-15
J1924+2110_P,0.00504,
J1925+1335_P,0.39864,
J1925+1532_P,1.6551,
J1925+1629_P,0.00411,
J1925+1636_P,0.04971,
J1925+1720,0.075659,1.05e-14
J1925+19,1.916353,
J1925+1934_P,0.34539,
J1925-16,3.8858,
B1923+04,1.07408,2.46e-15
J1926+0737,0.318062,3.75e-16
B1924+14,1.324922,2.19e-16
J1926+1452_P,0.30451,
J1926+1614,0.308306,3.35e-17
J1926+1631,0.678367,3.27e-17
B1924+16,0.579838,1.8e-14
J1926+1803_P,1.03465,
J1926+1857_P,0.27873,
B1924+19,1.346012,1.43e-15
J1926+2016,0.299072,3.5e-15
J1926-0652,1.608816,3.91e-16
J1926-1314,4.864284,3.64e-14
J1927+0911,0.290305,6.35e-17
J1927+1126_P,5.88928,
J1927+1430_P,0.20288,
J1927+1457_P,0.91963,
J1927+1849_P,0.312,
B1925+18,0.482766,1.16e-16
B1925+188,0.298315,2.24e-15
J1927+1940_P,,
J1927+2008_P,0.63496,
B1925+22,1.431066,7.71e-16
J1928+1245,0.003022,1.68e-20
J1928+1443,1.010739,2.1e-16
J1928+1458_P,0.00297,
J1928+15,0.403,
J1928+1725,0.289838,
J1928+1746,0.068736,1.32e-14
J1928+1809_P,0.29446,
J1928+1816_P,0.01054,
J1928+1839_P,2.26091,
J1928+1852,0.792807,7.43e-17
J1928+1902_P,0.0058,
J1928+1915_P,0.97435,
J1928+1923,0.81733,6.35e-15
J1928+28,1.063,
J1928-0108,2.365714,2.8e-15
J1928-0548,0.028041,1.06e-19
J1929+00,1.1669,
J1929+0132,0.006418,8.56e-21
J1929+1259_P,0.00285,
J1929+1337_P,0.20332,
J1929+1357,0.866927,3.66e-15
J1929+1504_P,0.23278,
J1929+1526_P,0.39187,
J1929+16,0.529681,
J1929+1615_P,0.0446,
J1929+1731_P,3.9954,
B1926+18,1.22047,2.36e-15
J1929+19,0.339216,
J1929+1937_P,0.56373,
J1929+1955,0.257833,2.55e-15
J1929+2121,0.723599,2.14e-15
J1929+2355_P,0.00479,
J1929+3817,0.814215,6.1e-16
J1929+62,1.456,
J1929+6630,0.806,
B1927+13,0.760032,3.66e-15
J1930+1357,0.323562,2.72e-17
J1930+1403_P,0.00321,
J1930+1408,0.42572,1.9e-18
J1930+1708_P,0.00228,
J1930+1713_P,,
J1930+1722,1.609706,8.81e-16
J1930+1852,0.136855,7.51e-13
J1930+2441,0.005767,8.650000000000001e-21
J1930+6205,1.456115,1.65e-15
J1930-1852,0.18552,1.8e-17
J1931+1428_P,0.00261,
J1931+1439,1.779226,6.33e-15
B1929+15,0.314359,5.01e-15
J1931+1817,0.234131,1.07e-13
J1931+1841_P,2.59411,
J1931+1952,0.501123,1.01e-16
J1931+2333_P,0.00386,
J1931+30,0.582126,
J1931+42,,
J1931-0144,0.593661,2.93e-17
B1929+10,0.226519,1.16e-15
J1932+1500,1.864332,4.59e-16
J1932+1756,0.041831,4.32e-19
J1932+1916,0.208218,9.32e-14
B1929+20,0.268217,4.22e-15
J1932+2121_P,0.01424,
J1932+2126_P,,
B1930+22,0.14447,5.76e-14
J1932-3655,0.571421,2.87e-16
J1933+0758,0.437454,2.18e-16
J1933+0913_P,0.00294,
B1930+13,0.928324,3.19e-16
J1933+1454_P,1.34613,
J1933+1726,0.021507,4.9e-20
J1933+1923_P,0.37173,
J1933+2037_P,0.79886,
J1933+2038_P,0.04075,
J1933+2225_P,0.30705,
J1933+2315_P,1.1667,
J1933+2401_P,,
B1931+24,0.81369,8.11e-15
J1933+5335,2.052574,1.26e-15
J1933-6211,0.003543,3.8700000000000004e-21
J1934+1926,0.230984,2.68e-18
J1934+2341_P,,
J1934+2352,0.178432,1.31e-13
J1934+5219,0.568442,8.4e-17
J1935+1159,1.939758,9.48e-16
B1933+16,0.358745,6e-15
J1935+1726,0.0042,
B1933+17,0.654408,3.78e-16
J1935+1829,0.843548,2.32e-15
J1935+1836_P,0.3985,
J1935+1841_P,5.529,
J1935+1901_P,0.897,
J1935+2025,0.080149,6.06e-14
J1935+2154,3.245065,1.43e-11
J1935+2200,0.912006,9.19e-15
J1936+13,0.00434,
B1933+15,0.967338,4.04e-15
J1936+18,0.058345,
J1936+1952_P,0.00972,
J1936+2036_P,0.03292,
J1936+2042,1.390727,5.29e-15
J1936+21,0.64296,
J1936+217,0.031582,
J1937+1358_P,2.64537,
J1937+1505,2.872774,5.61e-15
J1937+1658,0.003958,1.32e-20
J1937+1912_P,0.00509,
J1937+1927_P,0.00404,
J1937+1941_P,0.16676,
B1935+25,0.20098,6.43e-16
J1937+2950,1.657429,3.48e-15
J1937+34,1.749,
J1937-00,0.2401,
J1938+0650,1.121562,5.68e-15
J1938+14,2.9025,
J1938+1748_P,7.106,
J1938+2010,0.687082,3.4e-15
J1938+2012,0.002634,7.5e-22
J1938+2213,0.166116,4.24e-14
J1938+2248_P,0.79392,
J1938+2301_P,0.65507,
J1938+2302_P,0.05276,
J1938+2659,0.883332,3.23e-15
J1938+6604,0.022259,1.95e-20
J1938-0940,0.173867,2.97e-18
J1939+10,2.3114,
J1939+1848_P,0.00336,
B1937+21,0.001558,1.05e-19
J1939+2352_P,2.14534,
J1939+2425_P,0.00578,
B1937+24,0.645302,1.83e-14
J1939+2452_P,2.40253,
J1939+2609,0.466963,5.2e-18
J1940+0239,1.23224,
J1940+14,1.279,
J1940+1754_P,0.00244,
J1940+2102_P,0.03005,
J1940+2203_P,11.906,
J1940+2231_P,5.682,
J1940+2245,0.258912,1.27e-14
J1940+2337,0.546824,7.68e-14
J1940+26,0.004814,
J1940-0902,0.978468,1.88e-15
J1940-24,0.0982,
J1940-2403,1.855276,
J1941+0121,0.217317,1.91e-16
J1941+1026,0.905394,9.96e-16
J1941+1341,0.559084,1.24e-15
J1941+2230_P,3.55157,
J1941+2525,2.306153,1.61e-13
J1941+2541_P,1.05475,
J1941+4320,0.840906,1.15e-15
B1937-26,0.402858,9.56e-16
J1942+0147,1.40504,
B1939+17,0.696262,1.01e-16
J1942+2029_P,0.04456,
J1942+2604_P,2.64191,
J1942+3941,1.353291,7.14e-17
J1942+8106,0.203558,3.69e-17
J1942-2019,0.275133,1.23e-17
J1943+0609,0.446227,4.67e-16
J1943+2115_P,1.85903,
J1943+2205_P,0.00468,
J1943+2210,0.005084,8.790000000000001e-21
J1943+2210_P,0.01287,
J1943+2446_P,0.00559,
J1943+2608_P,0.63562,
J1943+2700_P,2.47891,
J1943+2847_P,0.0063,
J1943+5815,1.270847,4.09e-16
B1940-12,0.97243,1.66e-15
J1944+0907,0.005185,1.73e-20
B1942+17,1.996899,7.3e-16
J1944+1934_P,3.44532,
J1944+2236,0.003618,7.460000000000001e-21
J1944-10,0.409135,
B1941-17,0.841158,9.86e-16
J1945+07,1.0739,
J1945+1211,4.756796,3.78e-15
B1943+18,1.068708,2.42e-16
J1945+2011_P,0.50307,
J1945+2410_P,2.37759,
J1945+2706_P,0.81915,
J1945+2716_P,2.39803,
B1942-00,1.045633,5.35e-16
J1946+0904_P,0.02577,
J1946+14,2.28244,
B1944+17,0.440618,2.41e-17
J1946+2052,0.01696,9.2e-19
B1944+22,1.33445,8.89e-16
J1946+24,4.729,
J1946+2433_P,0.00857,
J1946+2535,0.515167,5.64e-15
J1946+2611,0.43506,2.2e-14
J1946+2757_P,0.74303,
J1946+3417,0.00317,3.1600000000000003e-21
J1946-09,0.0912,
J1946-1312,0.983733,3.97e-15
B1943-29,0.959449,1.49e-15
J1946-5403,0.00271,
J1947+0915,1.480744,4.78e-16
J1947+10,1.110944,
J1947+1957,0.157509,5.23e-16
J1947+2011_P,0.00817,
J1947+2304_P,0.0109,
J1947-1120,0.00224,
J1947-18,0.002603,
J1947-4215,1.798069,
J1947-43,0.18094,
J1948+06,1.325,
J1948+1801_P,0.53624,
J1948+1808,0.394354,2.27e-16
J1948+2314_P,1.471,
J1948+2333,0.528352,1.36e-14
J1948+2428_P,1.33395,
J1948+2438_P,1.903,
J1948+2551,0.196627,9.02e-15
J1948+2819,0.932693,6.13e-14
B1946+35,0.717311,7.06e-15
J1948-27,0.332,
J1948-2730,0.331631,2.86e-17
J1949+2306,1.319373,1.23e-16
J1949+2516_P,0.41034,
J1949+2731_P,0.84714,
J1949+3106,0.013138,9.39e-20
J1949+3426,0.388539,2.02e-16
B1946-25,0.95762,3.27e-15
J1950+05,0.455934,
J1950+2352_P,0.31976,
J1950+2414,0.004305,1.88e-20
J1950+2556_P,2.03864,
J1950+2728_P,1.67043,
J1950+3001,2.788918,1.49e-13
J1951+1123,5.094083,3.03e-15
J1951+2329_P,1.8261,
J1951+2352_P,0.04839,
J1951+2528_P,0.00231,
J1951+2857_P,1.62538,
J1951+4724,0.181928,3.01e-14
B1949+14,0.275026,1.28e-16
J1952+2513,1.077647,1.06e-15
J1952+2630,0.020732,4.27e-18
J1952+2702_P,0.00414,
J1952+2818_P,0.00309,
J1952+2836_P,0.01802,
J1952+3021,1.665665,1.08e-14
B1951+32,0.039531,5.84e-15
J1953+1006_P,0.00259,
J1953+1149,0.85189,2.86e-15
J1953+1844,0.004444,2.19e-20
J1953+1846A,0.004888,
J1953+1846B,0.0799,
J1953+1846C,0.02893,
J1953+1846D,0.10067,
J1953+2732,1.333965,1.77e-15
J1953+2819,1.011002,2.14e-15
J1953+30,1.2712,
J1953+3303_P,0.71289,
J1954+1021,2.09944,1.73e-15
J1954+2407,0.193405,1.06e-15
J1954+2529,0.93121,1.26e-15
J1954+2732_P,0.73775,
J1954+2833_P,0.02721,
J1954+2836,0.092709,2.12e-14
B1952+29,0.426677,1.71e-18
J1954+3852,0.352933,6.6e-15
J1954+4347,1.387041,2.2e-15
J1954+4357,1.387041,2.2e-15
J1955+2527,0.004873,9.120000000000001e-21
J1955+2857_P,0.18889,
B1953+29,0.006133,2.97e-20
J1955+2912_P,0.27951,
J1955+2930,1.073878,3.36e-15
J1955+3114_P,0.00336,
B1953+50,0.518938,1.37e-15
J1955+6708,0.008565,1.26e-20
J1955-0907,0.484,
J1956+07,5.01248,
J1956+0838,0.303911,2.26e-16
J1956+2826_P,0.07179,
J1956+2911_P,3.816,
J1956-2752,0.260014,
J1957+2516,0.003962,2.74e-20
J1957+2711_P,0.02337,
J1957+2754_P,0.00331,
J1957+2831,0.307683,3.11e-15
J1957+5033,0.374807,7.08e-15
J1957-0002,0.965096,8.05e-16
J1958+2846,0.290389,2.12e-13
J1958+3033,1.098581,6.46e-15
J1958+3156_P,5.56472,
J1958+56,0.3118,
B1957+20,0.001607,1.69e-20
J1959+2758_P,0.00515,
J1959+3036_P,2.88846,
J1959+3141_P,0.51453,
J1959+3620,0.406081,3.6e-17
J2000+04,0.777,
J2000+22,1.0505,
J2000+2806_P,0.72986,
J2000+2920,3.073783,3.74e-14
J2000+3157_P,0.0035,
J2000+3207_P,0.38844,
J2001+0701,0.00682,1.44e-20
J2001+2856_P,1.44555,
J2001+4209_P,,
J2001+4258,0.719166,1.73e-14
J2001-0349,1.344724,1.12e-16
J2002+1637,0.276497,2.25e-16
J2002+30,0.421794,
B2000+32,0.696761,1.05e-13
B2000+40,0.905067,1.74e-15
J2003+2916,1.009877,3.41e-16
J2003+3032_P,0.00179,
J2003+3600_P,0.47814,
J2004+2653,0.665879,5.67e-17
J2004+3003_P,0.08074,
B2002+31,2.111265,7.46e-14
J2004+3304_P,1.19337,
J2004+3429,0.240953,2.07e-13
J2005+3154_P,0.74984,
J2005+3156_P,2.146,
J2005+3411_P,0.65105,
J2005+3547,0.615034,2.81e-16
J2005+3552,0.307943,2.99e-15
J2005-0020,2.27968,2.57e-14
J2006+0148,0.002164,3.3e-21
J2006+22,1.7419,
J2006+3102,0.163695,2.49e-14
J2006+4058,0.499695,2.84e-16
B2003-08,0.580871,4.6e-17
J2007+0809,0.325724,1.37e-16
J2007+0910,0.458735,3.32e-16
J2007+20,4.634,
J2007+2722,0.024497,9.61e-19
J2007+3120,0.608205,1.56e-14
J2007+3343_P,0.00268,
J2008+2513,0.589196,5.4e-15
J2008+2755_P,1.51926,
J2008+3139,0.226119,8.28e-17
J2008+3758,4.352303,7.2e-16
J2009+3122_P,0.07654,
J2009+3326,1.438369,1.47e-15
J2010+2845,0.565369,9.07e-17
J2010+3051,0.004816,4.8700000000000005e-21
J2010+31,1.55154,
J2010+3230,1.442448,3.62e-15
J2010-1323,0.005223,4.83e-21
J2011+3006_P,2.50566,
J2011+3331,0.931733,1.79e-15
J2011+3520_P,0.94322,
J2012-2029,0.544002,5.48e-16
J2013+3058,0.276028,1.52e-16
J2013+3100_P,0.36855,
B2011+38,0.230194,8.85e-15
J2013-0649,0.580187,6.01e-16
J2014+10,1.14,
J2014+3326_P,0.977,
J2015+0756,0.004328,6.670000000000001e-21
J2015+2524,2.303299,5.1e-16
J2015+27,0.3081,
J2015+3404_P,0.00428,
J2015+3423_P,0.78465,
J2015+3524_P,0.45752,
J2016+1948,0.06494,4.01e-19
J2016+3318_P,2.17835,
J2016+3711,0.050809,7.25e-14
J2016+3820,0.230998,
J2016+4231,1.243759,
J2017+0603,0.002896,7.99e-21
J2017+1933_P,0.31485,
J2017+2043,0.537143,9.96e-16
J2017+2819,1.832559,3.58e-16
J2017+3625,0.166749,1.36e-15
J2017+5906,0.403478,2.22e-16
J2017-0414,0.0406,
J2017-1614,0.002314,2.45e-21
J2017-2737,0.224524,6.1e-15
B2016+28,0.557953,1.48e-16
J2018+3418_P,2.1916,
J2018+3431,0.387664,1.84e-15
J2018+3518_P,0.03131,
J2018-0414,0.040612,1.23e-19
J2019+2425,0.003935,7.02e-21
J2019+3718_P,0.5052,
J2019+3810,0.52524,
J2019+72,0.219,
J2021+3651,0.103741,9.57e-14
J2021+3740_P,0.54809,
J2021+4024_P,0.37054,
J2021+4026,0.265318,5.47e-14
J2022+21,0.8035,
J2022+2534,0.002646,6.16e-21
B2020+28,0.343402,1.89e-15
J2022+3812_P,0.29375,
J2022+3842,0.048579,8.61e-14
J2022+3845_P,1.0089,
B2021+51,0.529197,3.06e-15
J2023+0937,1.604738,7.44e-16
J2023+2853_P,0.01133,
B2022+50,0.372619,2.51e-15
J2024+3751_P,0.21164,
J2024+48,1.262,
J2026+3656_P,1.78552,
J2027+0255,0.010596,5.27e-20
B2025+21,0.398173,2.03e-16
J2027+2837_P,0.00479,
J2027+4557,1.099651,3.09e-16
J2027+7502,0.515219,8.89e-16
J2028+3332,0.176707,4.86e-15
J2029+34,1.8194,
J2029+3434_P,1.80882,
B2027+37,1.216805,1.23e-14
J2029+4453_P,1.36137,
J2029+5459,0.578909,2.26e-15
B2028+22,0.630513,8.85e-16
J2030+3641,0.200129,6.5e-15
J2030+3818_P,0.13372,
J2030+3833_P,,
J2030+3929_P,1.71842,
J2030+3944_P,0.30618,
J2030+4415,0.22707,6.48e-15
J2030+55,0.579,
J2031+34,1.819,
J2031-1254,0.005788,6.02e-21
J2032+0701,0.409576,1.59e-16
J2032+4055_P,0.04874,
J2032+4127,0.143246,1.13e-14
J2033+0042,5.0134,9.69e-15
J2033+1734,0.005949,1.11e-20
J2033-1938,1.281719,4.55e-16
J2034+3632,0.00365,1.72e-21
J2035+3538,0.47998,
J2035+3655,0.024565,1.24e-18
J2036+2835,1.358727,2.09e-15
J2036+3506_P,1.37092,
J2036+6646,0.501927,9.4e-16
B2034+19,2.074379,2.04e-15
B2035+36,0.618715,4.5e-15
J2038+3447,0.160165,9e-19
J2038+35,0.16,
B2036+53,1.424568,9.44e-16
J2038-3816,1.57729,4.16e-15
J2039-3616,0.003275,8.410000000000001e-21
J2039-5617,0.002651,1.42e-20
J2040+1657,0.865606,5.95e-16
J2040+20,0.2905,
J2040-21,0.563,
J2040-2156,0.562575,1.31e-16
J2041+3934_P,0.37995,
J2041+4551,1.159812,2.11e-14
J2042+0246,0.004534,1.4e-20
J2042+4353_P,0.01602,
J2042+4550_P,0.54841,
J2043+1711,0.00238,5.2400000000000006e-21
J2043+2740,0.096131,1.27e-15
J2043+31,0.937,
J2043+7045,0.588,
J2044+28,1.618,
J2044+3843_P,,
J2044+4331_P,16.6064,
J2044+4614,1.392715,6.3e-16
J2045+0912,0.395555,1.95e-16
J2045+3633,0.031682,5.88e-19
J2045+4431_P,0.14183,
J2045-68,0.00296,
B2044+15,1.138286,1.82e-16
J2046+4236_P,0.52382,
J2046+4253_P,0.33115,
B2045+56,0.476735,1.11e-14
B2043-04,1.546938,1.47e-15
J2047+1053,0.004286,2.08e-20
J2047+5029,0.445945,4.18e-15
J2048+2255,0.283901,1.52e-17
J2048+4951,0.568301,5.29e-15
B2045-16,1.961585,1.1e-14
J2050+1259,1.22102,5.04e-16
J2051+1248,0.553167,1.9e-17
J2051+4434_P,1.30316,
J2051+50,0.00168,
J2051-0827,0.004509,1.27e-20
J2052+1219,0.001985,6.7000000000000005e-21
J2052+4421_P,0.37531,
J2053+1718,0.119268,2.86e-19
J2053+4455_P,10.7,
J2053+4650,0.012586,1.72e-19
J2053+4718,4.910379,1.48e-14
B2048-72,0.341336,1.98e-16
J2054-39,0.977,
